ID,Answer
58990864,1
59032166,1
59042732,2
59084478,3
59152721,2
59171652,2
59283896,3
59685946,2
59801676,3
59813140,1
59829685,1
59876920,3
60006119,3
60041433,3
60081463,2
60139445,2
60158284,3
60224213,3
60360747,1
60572316,3
60604361,2
60766632,4
61015678,2
61066421,3
61227364,2
61258191,3
61282049,2
61337359,3
61394815,3
61746117,4
61868774,3
61927316,3
62018518,2
62258809,4
62410737,4
62421989,3
62525579,2
62566935,3
62568620,1
62628400,3
62661238,1
62932598,3
63077572,4
63127771,3
63157537,2
63257384,2
63422381,3
63575501,3
63620958,1
63725684,1
63751215,2
64110599,1
64115714,1
64229392,2
64293316,1
64306025,1
64377473,3
64437287,4
64530635,3
64715270,1
64748858,1
65114154,1
65145549,4
65411632,2
65453053,1
65506693,2
65509215,2
65646532,3
65704876,2
65780965,1
65805259,2
65842325,1
65861936,2
65865253,3
65953217,3
66060112,1
66117519,1
66148268,1
66356435,3
66405350,4
66453737,1
66480707,2
66503529,3
66595852,2
66696281,3
66799160,2
66976830,2
67106903,3
67163001,3
67235198,1
67289981,3
67408250,3
67480852,2
67513152,1
67683385,2
67688621,1
67778544,1
67825032,2
67832199,2
67927901,3
67944966,1
68078340,1
68082849,3
68099165,3
68099673,1
68133679,2
68154151,3
68216603,1
68244553,2
68274304,2
68478450,3
68611024,1
68645504,1
68667103,2
68735218,1
68751149,1
68754837,3
69105652,3
69487234,2
69653431,3
69816409,1
69818083,3
70135990,2
70145987,3
70159892,2
70201233,3
70288331,4
70553884,3
70652366,2
70707750,1
70724683,3
70805594,4
70899055,2
70936275,1
70949010,2
70973659,3
70977664,3
71283614,4
71305448,3
71330218,4
71332468,2
71366193,3
71383278,2
71667045,2
71688526,3
71943986,1
72065904,3
72098807,2
72193999,2
72330024,3
72458278,1
72600221,2
72648975,2
73107585,3
73229523,4
73290874,3
73345500,3
73517783,1
73565277,3
73603262,2
73709065,2
73860597,1
73943128,2
74035476,1
74093956,1
74196140,3
74242894,3
74272614,1
74410650,1
74473886,3
74518209,2
74597028,1
74651804,2
74686588,2
74696366,3
74733153,2
74900896,4
74905625,2
74959346,1
75059061,3
75059555,2
75078606,4
75131081,2
75305241,1
75464392,1
75692356,3
75787193,2
75873067,1
76046406,1
76106989,3
76150336,3
76165769,3
76171840,3
76256596,1
76307536,3
76313317,2
76353307,2
76365620,4
76460663,3
76587897,3
76609139,1
76716323,3
76802508,2
76816634,1
76830921,1
76928466,3
76941799,2
77046849,4
77055680,3
77191908,2
77223130,2
77351033,2
77385014,4
77489893,1
77542276,3
77568643,3
77579186,3
77615090,3
77625307,3
77656181,3
77778761,3
77922941,1
78070257,1
78292622,4
78371095,3
78418870,1
78424571,1
78455034,2
78554132,3
78704818,3
78812539,3
78859312,3
78863985,1
79128204,4
79445573,3
79475961,1
79481164,2
79484337,1
79521846,1
79626238,3
79838033,3
79862714,3
79925355,3
80089041,2
80147902,3
80292130,3
80375966,2
80413498,2
80526466,1
80796404,2
80912341,2
81309761,1
81365939,3
81393484,1
81431090,3
81470530,2
81475034,2
81523252,4
81529488,4
81540226,1
81550727,3
81644700,3
81658464,4
81664693,4
81819221,2
81886619,3
81927587,3
81936940,2
82112909,1
82158851,1
82331983,3
82352006,1
82411272,2
82580870,3
82613409,2
82704835,4
82824301,3
82881242,3
82904957,3
82962895,3
83039782,3
83265943,3
83271023,3
83511300,3
83521315,2
83611299,2
83658769,3
83728881,3
83782100,1
83940944,3
84031466,2
84033787,2
84094119,3
84111897,4
84156694,3
84187169,3
84188564,2
84282018,3
84306779,4
84451702,1
84473599,3
84743378,4
84755024,3
84796226,3
84950682,2
84968926,3
85023084,3
85257776,2
85288088,3
85399160,1
85499220,3
85514149,2
85552240,2
85568783,3
85622370,1
85628436,1
85936937,1
86045512,2
86061857,1
86144637,3
86191535,4
86267405,1
86275141,3
86282620,4
86704920,2
86732024,2
86795766,4
86802959,2
86895680,2
86940522,2
86965358,1
87104232,1
87202322,2
87371423,4
87557229,3
87612483,3
87710423,2
87860223,4
87953343,1
88138234,2
88308145,4
88593051,2
88736969,2
88801705,3
89059540,3
89081452,3
89085362,1
89162865,2
89347218,3
89444676,2
89485108,3
89548280,3
89562203,1
89562802,3
89655213,4
89661254,1
89691137,3
89719394,1
89867153,2
89922717,1
89967925,3
89987139,4
90079815,3
90182926,1
90207524,3
90355334,2
90417297,2
90447911,3
90475835,1
90521769,1
90580976,3
90677007,1
90683541,3
90750044,4
90789704,3
90818217,1
90870753,4
91019889,1
91036685,3
91194289,2
91401452,3
91597373,2
91764749,3
91785292,3
91957842,4
92100484,4
92115100,2
92195557,4
92269580,1
92304979,1
92366164,2
92369351,3
92537096,1
92569574,2
92597137,3
92632640,3
92892478,1
92931682,1
93007242,3
93091289,2
93253888,1
93264710,3
93432075,1
93439336,3
93469217,2
93666962,1
93787020,2
93832900,3
93892625,2
93945414,2
93986394,1
94045014,2
94489790,3
94796582,1
94911851,3
94964351,3
95016442,1
95271275,1
95444847,2
95541373,1
95546236,3
95891098,3
95968879,2
96248568,1
96385441,2
96447635,4
96451423,3
96648059,1
96715271,3
96722195,3
96766603,2
96936128,3
97157258,3
97373138,2
97410704,3
97450729,1
97559200,3
97599133,2
97647301,2
97713655,3
97807607,3
98000175,3
98267927,4
98430210,3
98502966,2
98579961,2
98587143,1
98610949,3
98721567,4
98738485,1
98748827,3
99004971,1
99212436,1
99236758,2
99390631,3
99447882,2
99496052,3
99577046,3
99632910,2
99754201,4
99828105,2
99893610,3
99906994,4
99932833,2
99992286,4
