ID,Answer
39740294,2
39860584,4
39915817,3
40267484,1
40342498,1
40485081,1
40607676,1
40678959,2
40704733,3
40817799,4
40852250,3
40893184,4
41054040,1
41260821,1
41294659,1
41634618,4
41646437,1
41674658,4
41896433,4
42024282,2
42037518,1
42044798,1
42270254,3
42276779,4
42310855,1
42356310,2
42423693,3
42464984,3
42503762,4
42554751,1
42883747,1
42913341,1
42992438,1
43031177,2
43154080,1
43241506,3
43282777,4
43462849,1
43596953,1
43681892,1
43748728,2
43764994,1
43809667,1
43936611,1
44034184,2
44305696,3
44384618,1
44444743,3
44494522,4
44528461,3
44758733,2
44916808,2
44989428,1
45033275,2
45212997,2
45277639,2
45377503,4
45424161,3
45492456,4
45573277,1
45707007,1
45721011,4
45858186,4
45887033,2
46279778,5
46478391,3
46657991,2
46790338,4
47025738,2
47191375,2
47280828,1
47360608,4
47372380,1
47891041,2
48059548,4
48124050,1
48182413,4
48213959,3
48309802,2
48371253,2
48445433,4
48508684,4
48641187,4
48761892,2
48899741,1
48992758,1
49014843,3
49097615,1
49101607,2
49199740,1
49301192,4
49345576,2
49494468,3
49672872,2
49909534,2
49927530,4
49971434,5
50027320,2
50041578,1
50056043,1
50245418,2
50250811,3
50497638,1
50506871,3
50547976,3
50612944,3
50687196,2
50768900,1
50966204,1
50992179,2
51000853,1
51037962,1
51177478,3
51177767,1
51468230,3
51515317,2
51593301,1
51641638,1
51706669,2
51991177,2
52042156,1
52095705,2
52310324,1
52367944,2
52496524,3
52508855,2
52548519,2
52625207,1
52626596,3
52646281,1
52738229,2
52951154,3
53167269,1
53206407,4
53307108,1
53389303,2
53670420,2
53749565,2
53881027,2
53985915,4
54010869,3
54181581,2
54248885,4
54382171,1
54562016,1
54563893,1
54567832,1
54579633,2
54703635,1
55013257,3
55022132,2
55031777,1
55113922,4
55168507,2
55185532,1
55295938,1
55384860,3
55405606,1
55543404,1
55633512,4
55778234,1
55834141,1
55881902,3
55904212,4
55969081,2
56073710,1
56139505,3
56167998,3
56412334,3
56413209,1
56712590,2
56789552,4
56857979,4
56933634,1
56950104,3
56995889,3
57025942,3
57031941,2
57156762,2
57221803,1
57443301,2
57481416,2
57948540,4
58013283,1
58023829,1
58049946,1
58147431,1
58172260,1
58254705,4
58317090,4
58462760,1
58463253,1
58475200,3
58546022,3
58555292,2
58598675,3
58678601,1
58818792,2
58832479,2
58990864,1
59032166,1
59042732,2
59084478,1
59152721,1
59171652,2
59283896,3
59685946,4
59801676,2
59813140,1
59829685,1
59876920,3
60006119,1
60041433,4
60081463,4
60139445,4
60158284,3
60224213,3
60360747,1
60572316,2
60604361,2
60766632,4
61015678,2
61066421,1
61227364,2
61258191,3
61282049,1
61337359,4
61394815,3
61746117,1
61868774,2
61927316,3
62018518,1
62258809,1
62410737,5
62421989,1
62525579,4
62566935,3
62568620,1
62628400,3
62661238,1
62932598,1
63077572,1
63127771,3
63157537,1
63257384,2
63422381,3
63575501,2
63620958,1
63725684,1
63751215,2
64110599,1
64115714,1
64229392,4
64293316,1
64306025,1
64377473,1
64437287,4
64530635,1
64715270,5
64748858,1
65114154,1
65145549,1
65411632,1
65453053,1
65506693,5
65509215,2
65646532,2
65704876,2
65780965,1
65805259,1
65842325,1
65861936,2
65865253,4
65953217,1
66060112,1
66117519,4
66148268,1
66356435,1
66405350,1
66453737,1
66480707,1
66503529,1
66595852,1
66696281,3
66799160,2
66976830,1
67106903,3
67163001,4
67235198,1
67289981,1
67408250,1
67480852,2
67513152,1
67683385,1
67688621,1
67778544,1
67825032,2
67832199,4
67927901,3
67944966,1
68078340,4
68082849,2
68099165,4
68099673,1
68133679,1
68154151,1
68216603,1
68244553,4
68274304,2
68478450,3
68611024,1
68645504,2
68667103,1
68735218,1
68751149,1
68754837,2
69105652,4
69487234,1
69653431,1
69816409,1
69818083,3
70135990,2
70145987,1
70159892,2
70201233,3
70288331,4
70553884,1
70652366,2
70707750,4
70724683,4
70805594,2
70899055,5
70936275,1
70949010,1
70973659,4
70977664,2
71283614,4
71305448,1
71330218,4
71332468,2
71366193,1
71383278,4
71667045,4
71688526,2
71943986,1
72065904,3
72098807,2
72193999,2
72330024,1
72458278,1
72600221,2
72648975,1
73107585,3
73229523,4
73290874,2
73345500,3
73517783,1
73565277,3
73603262,2
73709065,2
73860597,1
73943128,4
74035476,3
74093956,1
74196140,3
74242894,1
74272614,4
74410650,1
74473886,3
74518209,1
74597028,1
74651804,1
74686588,4
74696366,1
74733153,2
74900896,1
74905625,4
74959346,1
75059061,1
75059555,2
75078606,4
75131081,2
75305241,1
75464392,1
75692356,1
75787193,2
75873067,4
76046406,4
76106989,2
76150336,1
76165769,3
76171840,1
76256596,2
76307536,2
76313317,1
76353307,4
76365620,4
76460663,3
76587897,3
76609139,1
76716323,1
76802508,1
76816634,4
76830921,1
76928466,1
76941799,4
77046849,1
77055680,3
77191908,2
77223130,2
77351033,2
77385014,4
77489893,1
77542276,1
77568643,3
77579186,3
77615090,3
77625307,1
77656181,3
77778761,1
77922941,1
78070257,1
78292622,2
78371095,1
78418870,1
78424571,1
78455034,2
78554132,3
78704818,2
78812539,3
78859312,1
78863985,4
79128204,4
79445573,1
79475961,1
79481164,2
79484337,1
79521846,1
79626238,2
79838033,3
79862714,1
79925355,1
80089041,1
80147902,1
80292130,1
80375966,2
80413498,2
80526466,1
80796404,4
80912341,2
81309761,1
81365939,4
81393484,1
81431090,1
81470530,4
81475034,2
81523252,4
81529488,4
81540226,1
81550727,1
81644700,3
81658464,4
81664693,4
81819221,2
81886619,3
81927587,1
81936940,2
82112909,1
82158851,4
82331983,4
82352006,1
82411272,2
82580870,1
82613409,1
82704835,4
82824301,4
82881242,1
82904957,2
82962895,1
83039782,1
83265943,3
83271023,3
83511300,4
83521315,4
83611299,4
83658769,4
83728881,1
83782100,4
83940944,3
84031466,1
84033787,2
84094119,1
84111897,4
84156694,1
84187169,3
84188564,2
84282018,1
84306779,1
84451702,1
84473599,2
84743378,1
84755024,1
84796226,4
84950682,1
84968926,1
85023084,1
85257776,4
85288088,3
85399160,2
85499220,3
85514149,2
85552240,4
85568783,4
85622370,1
85628436,1
85936937,1
86045512,2
86061857,4
86144637,1
86191535,4
86267405,1
86275141,1
86282620,1
86704920,2
86732024,2
86795766,1
86802959,4
86895680,1
86940522,2
86965358,1
87104232,1
87202322,2
87371423,4
87557229,3
87612483,3
87710423,1
87860223,1
87953343,1
88138234,1
88308145,4
88593051,2
88736969,5
88801705,2
89059540,2
89081452,3
89085362,4
89162865,2
89347218,4
89444676,4
89485108,3
89548280,3
89562203,4
89562802,3
89655213,4
89661254,1
89691137,2
89719394,1
89867153,2
89922717,1
89967925,3
89987139,4
90079815,2
90182926,1
90207524,3
90355334,1
90417297,4
90447911,3
90475835,1
90521769,1
90580976,3
90677007,2
90683541,3
90750044,1
90789704,4
90818217,1
90870753,4
91019889,1
91036685,4
91194289,4
91401452,3
91597373,1
91764749,1
91785292,3
91957842,4
92100484,3
92115100,2
92195557,4
92269580,1
92304979,4
92366164,2
92369351,3
92537096,2
92569574,1
92597137,1
92632640,4
92892478,2
92931682,1
93007242,2
93091289,2
93253888,1
93264710,3
93432075,1
93439336,1
93469217,1
93666962,1
93787020,2
93832900,4
93892625,4
93945414,2
93986394,4
94045014,1
94489790,1
94796582,1
94911851,1
94964351,1
95016442,1
95271275,1
95444847,2
95541373,4
95546236,3
95891098,3
95968879,2
96248568,1
96385441,1
96447635,1
96451423,4
96648059,1
96715271,2
96722195,1
96766603,4
96936128,3
97157258,4
97373138,2
97410704,2
97450729,4
97559200,4
97599133,2
97647301,4
97713655,2
97807607,4
98000175,3
98267927,1
98430210,1
98502966,4
98579961,2
98587143,4
98610949,3
98721567,1
98738485,1
98748827,3
99004971,1
99212436,1
99236758,1
99390631,4
99447882,2
99496052,3
99577046,3
99632910,2
99754201,4
99828105,1
99893610,3
99906994,4
99932833,2
99992286,4
